Lyrics,Mood
"Io ti conosco dall'inizio del liceo
Prima degli esami gli appunti in ateneo
Quando facevamo in tempo a cancellare gli sbagli scritti a matita
(Io?)
Che vuoi fare da grande?
(Tu?)
Restare viva
Amica resta per un drink, solo un altro giro
Andiamo al bar di tuo cugino a scroccare il vino
Ci buttiamo in qualche pub a fare karaoke
Con un brano di Tiziano fino a diventare roche
Non lasciarmi sola, resto ancora un altro pò
Non fare come il mondo che dice sempre di no
Abbiamo troppi sogni, troppi pochi cassetti
E i tuoi dove li hai messi?

Anche se non saremo mai dee
Lanceremo sassi alle nuvole
Questi muri parleranno per me
Voglio una vita Super Mega Iper
Anche se non saremo mai eroi
Non saremo mai come vorrebbero i tuoi
Ogni scritta racconterà di noi
Dammi una vita Super Mega Iper (iper)
Oh oh oh
Oh oh oh
Oh oh oh
Super mega iper (iper)
Oh oh oh
Oh oh oh
Oh oh oh
Super mega iper (iper)

Fammi fare un altro giro in periferia
Fammi leggere tutte le scritte sui cavalcavia
Raccontami dei drammi, il capo è uno stronzo
Chiamalo e digli dove può ficcare il rendiconto
Ti rendi conto che il nuovo clichè è dedicarsi ad una laurea
Ed imparare a portare caffè?
Cadiamo dalle nuvole cercando il sole
Mentre sogni le persone vanno in cassa integrazione quindi
Scarabocchiamo sui divieti, dimmi i tuoi segreti, il mondo ti sta stretto
Punta alle stelle e ai pianeti. Qua le vie si fanno buie, chi ci conduce?
Chi sa splendere quando va via la luce?

Anche se non saremo mai dee
Lanceremo sassi alle nuvole
Questi muri parleranno per me
Voglio una vita Super Mega Iper
Anche se non saremo mai eroi
Non saremo mai come vorrebbero i tuoi
Ogni scritta racconterà di noi
Dammi una vita Super Mega Iper

Anche se ci inventiamo le regole
Il lieto fine dov'è? Se dio è in pausa caffè
Ho visto i migliori appesi a un filo come gli aquiloni
E troppi campioni a cercarsi l'ombra sotto i lampioni
Abbiamo troppi sogni, troppi pochi cassetti
E i tuoi dove li hai messi?

Oh oh oh
Oh oh oh
Oh oh oh
Anche se non saremo mai dee
Lanceremo sassi alle nuvole
Questi muri parleranno per me
Voglio una vita Super Mega Iper

Anche se non saremo mai eroi
Non saremo mai come vorrebbero i tuoi
Ogni scritta racconterà di noi
Dammi una vita Super Mega Iper (iper)
(dai ma dove vai, non voglio andare a casa resta ancora un po dai, offro io giuro offro io)
Oh oh oh
Oh oh oh
Oh oh oh
Super Mega Iper (iper)",Happy
"Sorridi quando te lo dicono
Fai la brava e dì Chis Chis
Scrivilo grande in corsivo
Odio tutti cuoricino
Si te stessa ma non troppo!
La gente giudica giudita!
Una bandiera, un solo motto!
""We don't give a fuck!""
Alzami la musica

Diamoci del voi sapendo di fotterci
Lungo i corridoi corro nuda coi fumogeni
Arrivati qui con un problema B
Noi cuori selvaggi la gente del tuo venerdì

E' venerdì
Torno a casa con le bende
E' venerdì
Svuotiamo tutto il minibar
E' venerdì
Come le leggende
E' venerdì
E' venerdì non moriremo mai

Mi confesso dentro i taxi
Facciamo un'altra corsa
Puoi chiamarlo multi-tasking
O un vaffanculo nella borsa
Tu sei il mio guaio preferito
Con la maglia sudicia sudicia
Alla festa senza invito
""We don't give a fuck!""
Alzami la musica

Ripigliati sei sbronza, onora il tacco 15
Non sono una stronza, ma occhio a non spingermi
Rossetto sui denti, sei grezza ma splendi no
Cuori selvaggi, leggende ogni venerdì

E' venerdì
Torno a casa con le bende
E' venerdì
Svuotiamo tutto il minibar
E' venerdì
Come le leggende
E' venerdì
E' venerdì non moriremo mai

Ohi, ohi, nuovi eroi, nella macchina dei tuoi
Uh, Ah, andiamo al club, dillo al gruppo su whatsapp
Porta chi ti pare se vuoi fare il tuca-tuca
Col tattoo sulla nuca
Ciò che non mi uccide me la suca
Già, è venerdì e mi eclisso
Una notte da Sex Pistols
Domani non esisto
Ti amo perché fai la principessa col suo tè
E poi diventi Punk abbestia attorno alle 3
Scarica il tuo ex perché è un cesso
Ai cani è vietato l'ingresso
Voghiamo sul mio pezzo
Poi dritti in hotel ho le prove nel cell
Come il film, così sapranno cosa hai fatto venerdì

E' venerdì
Torno a casa con le bende
E' venerdì
Svuotiamo tutto il minibar
E' venerdì
Come le leggende
E' venerdì
E' venerdì non moriremo mai
E' venerdì
Torno a casa con le bende
E' venerdì
Svuotiamo tutto il minibar
E' venerdì
Come le leggende
E' venerdì
E' venerdì non moriremo mai",Sad
"Baby k
Volo in alto su 'ste cime, eh
Tu stai bene dove stai
Presa bene come il week-end, eh
Tu non uccidere il mio vibe
Non uccidere il mio vibe, vibe
Non uccidere il mio vibe, vibe

Nuovi trick, nuovi flow, nuova bitch allo show
Giro con la gang, gli altri fanno ""wo"" (wo)
Nuova she, troppo kitsch, nuova hit
Porto a casa un altro platino, lo chiamo Just Eat (wo)
Poi mi dicono chi si accontenta gode
Sarà meglio su Instagram, ma io lo chiamo frode
Lui vuole fare il duro ma alla fine è un boy scout
Bello ciao, lui che dissa me è tipo un coming out
Dai non fare la monella, vedo la tua bella
Se guarda male grattatina anti-iella (uh)
Ieri sera a fare bello hai fatto glu glu glu
Mo' mi chiami, sto occupata tipo tu tu tu (brrr)
Ghiaccio dappertutto come a Mosca
Una rockstar, firmo tette, passa l'Uniposca
Regola uno, nuovo rito
Se è in giro a fare il figo, prendi il suo migliore amico

Volo in alto su 'ste cime, eh
Tu stai bene dove stai
Presa bene come il weekend, eh
Tu non uccidere il mio vibe
Non uccidere il mio vibe, vibe
Non uccidere il mio vibe, vibe (ehi, ehi, ehi)

Vegas Jones
Ehi, lei mi chiama baby, io la chiamo baby
Vuole la mia voce come quella bag Fendi, yo
Lei mi chiama sexy, io la chiamo sexy
Crazy come lei, pensa più ai cents che ai sentimenti
Fuma e vola sul tappeto come Cinderella
Troppo spasso, ti scarto come una caramella
Dal mezzo su cui compaio pensi sia una super cena
E invece andiamo al Mc, ti offro la mela
Tu quando me la?
Ti è bastato poco, già sei fell in love
Ti è passato il sonno, baby io non ci sarò (brrr)
Non mi troverai online, sto uccidendo un'altra base
Non uccidere il mio vibe

Baby k
Volo in alto su 'ste cime, e
Tu stai bene dove stai
Presa bene come il weekend, eh
Tu non uccidere il mio vibe
Non uccidere il mio vibe, vibe
Non uccidere il mio vibe, vibe

Gemitaiz
Oh, ti leggo nel pensiero
Bitch, don't kill my vibe sì mi sa che è vero
Sai ieri c'era una festa sai che c'ero
Ne fumo tanta che dopo ti vedo in bianco e nero
Bionda eh
Sai che hai il culo che è una bomba eh
Mi ti porto nella tomba eh
Dell'amore neanche l'ombra
Piove sempre sembra Londra
(?) massive, no trespassing
Un bicchiere ogni tre passi
Ho tanta roba e me la tengo stretta
In tasca fra' il nome dell'etichetta

Baby k
Volo in alto su 'ste cime, eh
Tu stai bene dove stai
Presa bene come il weekend, eh
Tu non uccidere il mio vibe
Non uccidere il mio vibe, vibe
Non uccidere il mio vibe, vibe

O yeh yeh yeh
Ai yeh yeh yeh
Woo
Baby K
Vegas Jones
Gemitaiz
Woo",Happy
"Baby K & Andrés Dvicio
Déjame bailar contigo
Yo, Baby K!

Baby K
Faccio un tuffo sotto il sole
Fa già un caldo che si muore
Questa estate non si dorme
Me la bevo come un cocktail
Questo ritmo che mi muove
I problemi sono altrove
Le cuffie sulla testa
Viaggio sotto l'ombrellone
Prendiamoci le stelle
Che il resto non ci serve
Uscire e fare le sette

Andrés Dvicio
Ho voglia di andare più forte
Non ci basterà questa notte
Voglio vedere le luci dell'alba cambiare colore
Voglio ballare con te, soltanto con te
Non chiedo la luna, ma un ballo con te
Lasciamoci tutto alle spalle io e te
Fino a che nasce il sole

Baby K
Spengo tutto per due ore
Che mi scordo anche il mio nome
Bevo birra col limone
Senza ghiaccio per favore
Andiamo non so dove
Diplomiamoci in hangover
Scottiamoci la pelle e poi cambiamoci colore
Prendiamoci le stelle che il resto non ci serve
Almeno fino a settembre

Andrés Dvicio
Ho voglia di andare più forte
Non ci basterà questa notte
Voglio vedere le luci dell'alba cambiare colore
Voglio ballare con te, soltanto con te
Non chiedo la luna, ma un ballo con te
Lasciamoci tutto alle spalle io e te
Fino a che nasce il sole

Baby K
Le giornate così lunghe
Notti sempre troppo corte
Che ti svegli sulla spiaggia
Col rumore delle onde
E mentre la notte finisce
Dimmi che male c'è
Se mentre ballo con lui io penso ancora a te

Andrés Dvicio
Ho voglia di andare più forte
Non ci basterà questa notte
Voglio vedere le luci dell'alba cambiare colore
Voglio ballare con te, soltanto con te
Non chiedo la luna, ma un ballo con te
Lasciamoci tutto alle spalle io e te
Fino a che nasce il sole

Baby K & Andrés Dvicio
Voglio ballare con te
Déjame quiero bailar contigo
Voglio ballare con te
Esta noche bailamos tù y yo
Voglio ballare con te
Voglio ballare con te
Voglio ballare con te
Yo, Baby K!",Happy
"Guardo dentro me e so già
Cosa resterà di noi
Quello che vorrei sei tu
Ma niente ti riporta qui.
Che cosa non farei per te
Ma il tempo gioca contro me
Quanto ti vorrei non sai oh no.
Non puoi lasciarmi così, lo sai o no
(non mi lasciare mai non mi lasciare mai non mi lasciare mai)
Non puoi giocare così con me
(non puoi giocare mai non mi lasciare mai non mi lasciare mai)
Non farlo mai.
Ritornerai lo so
Mi vedo già vicino a te
Dammi un segno che tu ci sei
Io voglio immaginarti qui.
Che cosa non farei per te
Ma il tempo gioca contro me
Quanto ti vorrei non sai oh no.
... lo sai che.
Non puoi lasciarmi così, lo sai o no
(non mi lasciare mai non mi lasciare mai non mi lasciare mai)
Non puoi giocare così con me
(non puoi giocare mai non mi lasciare mai non mi lasciare mai)
Non farlo mai.
Se ci credi see'è ancora un domani per noi
Possiamo ancora stare insieme.
Se ci tieni
Starò qui con te
Sarai qui con me.
Ritornerai lo so
Mi vedo già vicino a te
Dammi un segno che tu ci sei
Io voglio immaginarti qui.
Che cosa non farei per te
Ma il tempo gioca contro me
Quanto ti vorrei non sai oh no.
Non puoi lasciarmi così, lo sai o no
(non mi lasciare mai non mi lasciare mai non mi lasciare mai)
Non puoi giocare così con me
(non puoi giocare mai non mi lasciare mai)
Non puoi giocare così non puoi lo sai non puoi.",Happy
"Guardo dentro me e so già
Cosa resterà di noi
Quello che vorrei sei tu
Ma niente ti riporta qui.
Che cosa non farei per te
Ma il tempo gioca contro me
Quanto ti vorrei non sai oh no.
Non puoi lasciarmi così, lo sai o no
(non mi lasciare mai non mi lasciare mai non mi lasciare mai)
Non puoi giocare così con me
(non puoi giocare mai non mi lasciare mai non mi lasciare mai)
Non farlo mai.
Ritornerai lo so
Mi vedo già vicino a te
Dammi un segno che tu ci sei
Io voglio immaginarti qui.
Che cosa non farei per te
Ma il tempo gioca contro me
Quanto ti vorrei non sai oh no.
... lo sai che.
Non puoi lasciarmi così, lo sai o no

(non mi lasciare mai non mi lasciare mai non mi lasciare mai)
Non puoi giocare così con me
(non puoi giocare mai non mi lasciare mai non mi lasciare mai)
Non farlo mai.
Se ci credi c'è ancora un domani per noi
Possiamo ancora stare insieme.
Se ci tieni
Starò qui con te
Sarai qui con me.
Ritornerai lo so
Mi vedo già vicino a te
Dammi un segno che tu ci sei
Io voglio immaginarti qui.
Che cosa non farei per te
Ma il tempo gioca contro me
Quanto ti vorrei non sai oh no.
Non puoi lasciarmi così, lo sai o no
(non mi lasciare mai non mi lasciare mai non mi lasciare mai)
Non puoi giocare così con me
(non puoi giocare mai non mi lasciare mai)
Non puoi giocare così non puoi lo sai non puoi.",Happy
"Porta chiusa ma tu poi mi hai fallo entrare
Dietro il banco di vetro mi aspettavi
E pensavo oggi si porta andare
Occhi chiusi rivelavano segnali

Quel sapore l'avevo sulle labra
Troppo lontano e mi faceva rabbia

Schon am morje, schon am morje
Schon am morje, sin kaa breetsche da
Schon am morje, schon am morje
Schon am morje, sin kaa da

O ma bekkermädche, questo net schee!
Ero quasi arrivato alle fine
Ora tutto e un dolore senza amore
La speranza neanche quella mi ha lasciato
Donna donna tu sei proprio senza cuore

Vieniv ia nel paese dell' amore
Dove dalle mele nasce il vino
Dalle mele noi faremo il vino

O ma bekkermädche, questo net schee!
O ma bekkermädche, questo net schee!
Questo net schee!

Schon am morje, schon am morje
Schon am morje, sin kaa breetsche da
Schon am morje, schon am morje
Schon am morje, sin kaa da

Schon am morje, schon am morje
Schon am morje, sin kaa breetsche da
Schon am morje, schon am morje
Schon am morje, sin kaa da",Sad
"Ecco arrivare i Barbapapa (chi sono poi)
Barba e Mamma Barbapapa (coi figli piccoli e grandi)
tu li vedi trasformare come gli va

Barbapapa è tutto rosa, più di una rosa rosa!
Barbamamma è così nera, più di una rosa nera!
Barbitulle è giallo giallo. Barbalalla e verde come un fico!
Barbottina piccina ha il colore dell'arancio!
Barbu è più nero di un corvo!
e quando dipinge si è certi
che si macchia da tutte le parti!
Barbabella è violetta. Barbidu è tutto blu!
Barbadura grande atleta rosso come il fuoco è! ( e da loro c'è felicità).

Ecco arrivare i Barbapapa (Barbapapa)
nella famiglia Barbapapa (vieni con noi dai Barbapapa)
tu li vedi trasformare come gli va (come gli va)

(vieni con noi Barbapapa)

Ci sono Barbapapa, Barbamamma, Barbidu, Barbiuil, Barbabella, Barbadura, (vieni con noi)
Barbottina, Barbidu, Barbalalla!",Happy
"Deus ti salvet Maria
chi ses de grazia prena
de grazia ses sa vena
e sa currente 

Ehi, pregade a fizzu ostru
chi tottu sos errores
a nois peccadores
nos perdonet

Ehi, ehi sa grazia nos donet
in vida e in sa morte
e sa diciosa sorte
in Paradisu


TRADUZIONE:


Dio ti salvi, Maria
che sei piena di grazia
di grazia sei la donatrice
e la dispensatrice 
Prega tuo Figlio
affinché tutti gli errori
a noi peccatori
possa perdonare

Che lei ci conceda la grazia
nella vita e nella morte
e (ci conceda) la felicità
in Paradiso",Happy
"E no ragazzo, no tu non mi metterai con quelle dieci bambole che non ti piacciono più
E tu mi fai girare (in tondo) e tu mi fai girare come una bambola e poi mi butti giù (in fondo) e poi mi butti giù come fossi una bambola
Non t' importa se piango (molto) nè quando sono triste come una bambola tu non ti accorgi di me 
(sei tonto)
tu non ti accorgi di me sono come una bambola
No ragazzo, no no ragazzo, no del mio amore non ridere io non ci gioco più (in tondo) chè quando giochi tu sai far male da piangere
Da stasera la mia vita nelle mani di un ragazzo, no non la metterò come una bambola
E no ragazzo, no tu non mi metterai con quelle dieci bambole
Con quelle dieci bambole che non ti piacciono a te non piacciono più (molto) a te non piacciono più quelle dieci bambole
No ragazzo, no no ragazzo, no del mio amore non ridere io non ci gioco più (in tondo) chè quando giochi tu sai far male da piangere
Da stasera la mia vita nelle mani di un ragazzo, no non la metterò come una bambola",Happy
"Ube naran chi ruana
sos frastimos de Deus
in cue se che cuana
sos de su paru meu

Naschidos pro distruere
leperes e crapitos
cando in su menzus suere
los reduimos frittos

Falo che unu lampu
dae una nue manna
e soe una cundanna
chene perunu jampu

Semper unu meludu
a s'intragna sidida
mi cheria masedu
in d'un'atera vida


TRADUZIONE:


Dove si dice che cadano
le maledizioni di Dio
lì si nascondono
quelli della mia razza 
Nati per distruggere
lepri e capretti
ai quali, sul più bello della poppata
togliamo la vita

Scendo come un lampo
da una grande nube
e sono condanna
senza appello

Ma c' è sempre un sogno
nella mia anima assetata
vorrei essere mansueto
in un' altra vita",Sad
"No potho reposare amore 'e coro,
pensendo a tie so d' onzi mamentu.
No istes 'in tristura prenda 'e oro,
nè in dipsoaghere o pessamentu.

T' assicuro che a tie solu bramo,
ca t'amo forte t'amo, t'amo, t'amo:

Si m'essere possibile, d'Anghelu
s' ispiritu invisibile piccabo;
Sas formas che furabo dae chelu,
su sole, sos isteddos e formabo

Unu mundu bellissimu pro tene,
pro poder dispensar cada bene


TRADUZIONE:


Non posso riposare amore del mio cuore,
perché penso a te ogni momento.
Non essere triste gioiello dorato,
né dispiaciuta o preoccupata. 
Ti assicuro che voglio solo te,
perché ti amo tanto, ti amo, ti amo.

Se mi fosse possibile,
prenderei lo spirito invisibile di un Angelo;
Ruberei tutte le forme dal cielo,
il sole, le stelle e creerei

Un mondo bellissimo per te,
per poterti dare ogni bene",Sad
"Rundines chi olades
a s'abba, a bentu e anie
cun sas alas de oro 

nessi po duas dies
sas alas m'imprestades
chi ando a idere a coro 

A s'Andira, a s'andimmironnai,
Andira e Nora Andira, immironnai a
s'Andira


TRADUZIONE:


Rondini che volate
all' acqua, al vento e alla neve
con le ali d' oro 
almeno per due giorni
prestatemi le ali
che vado a vedere il mio amore

A s'Andira, a s'andimmironnai,
Andira e Nora Andira, immironnai a
s'Andira",Sad
"Seu sa reina de su mari mari sardu, eiè. Seu sa reina de su mari mari de Sardegna*
Un pesce tropicale s'è perdiu in su mari** ma un' isola stupenda vide e si fermò 
messo il nasello fuori dall' acqua comenti unu baccalà a bocca aperta abbarro*** 
una splendida creatura nadada cantendi**** cantando nuotava e lui si innamorò 
fece gli occhi a triglia drizzò la pinna e il suo canto ascoltò.

Seu sa reina...........

Sono un pesciolino venuto da lontano dopo averti visto mi sento un pesce lesso fesso, che fesso, 
uno scomodo sconquasso fra le alghe un ammasso,
uno storione d' amore bolle e ribolle il cuore in ogni bolla 
balla, balla, balla come un pesce palla triglia, quadriglia, 
sguscia via un' anguilla sgombri sgombrate, sgombrate di qua 
sei più procace di una vongola verace sei più carina di una stella marina 
sappia la seppia che con lei non farò coppia dai gamberi uscirò, 
dai gamberi uscirò tra l' incudine e il pesce ""M"" martello mi arrovello bello, bello, zitto, zitto
mi sa che sono fritto, quatto, quatto innamorato cotto, senza scampi finirò.

Seu sa reina.........

Sono una sarda, disse la regina e lui con un guizzo le si avvicinò t' amo, rispose, 
col nero di seppia su un' onda del mare lo scriverò disse ""tenero, dolce, caro pesciolino"" 
lo prese tra le mani e sulla bocca lo baciò, 
"" l' amo, l' AMO"" urlò disperato e un bimbo da una barca lo pescò.



* Sono la regina del mare,mare sardo si.......... mare di Sardegna 
** Si è perso nel mare
*** Rimase a bocca aperta come un baccalà
**** Nuotava cantando",Happy
